id	type	question	option	answer
5075.	SC	Two aircraft of the same category are approaching an airport for the purpose of landing. The right-of- way belongs to the aircraft	['A) at the higher altitude.', 'B) at the lower altitude, but the pilot shall not take advantage of this rule to cut in front of or to overtake the other aircraft.', 'C) that is more maneuverable, and that aircraft may, with caution, move in front of or overtake the other aircraft.']	['B']
5076.	SC	Airplane A is overtaking airplane B. Which airplane has the right-of-way?	['A) Airplane A; the pilot should alter course to the right to pass.', 'B) Airplane B; the pilot should expect to be passed on the right.', 'C) Airplane B; the pilot should expect to be passed on the left.']	['B']
5077.	SC	What is the maximum indicated airspeed allowed in the airspace underlying Class B airspace?	['A) 156 knots.', 'B) 200 knots.', 'C) 230 knots.']	['B']
5078.	SC	Unless otherwise authorized or required by ATC, the maximum indicated airspeed permitted when at or below 2,500 feet AGL within 4 NM of the primary airport within Class C or D airspace is	['A) 180 knots.', 'B) 200 knots.', 'C) 230 knots.']	['B']
5079.	SC	What is the minimum altitude and flight visibility required for acrobatic flight?	['A) 1,500 feet AGL and 3 miles.', 'B) 2,000 feet MSL and 2 miles.', 'C) 3,000 feet AGL and 1 mile.']	['A']
5080.	SC	If not equipped with required position lights, an aircraft must terminate flight	['A) at sunset.', 'B) 30 minutes after sunset.', 'C) 1 hour after sunset.']	['A']
5091.	SC	VFR cruising altitudes are required to be maintained when flying	['A) at 3,000 feet or more AGL, based on true course.', 'B) more than 3,000 feet AGL, based on magnetic course.', 'C) at 3,000 feet or more above MSL, based on magnetic heading.']	['B']
5093.	SC	Who is primarily responsible for maintaining an aircraft in an airworthy condition?	['A) The lead mechanic responsible for that aircraft.', 'B) Pilot in command or operator.', 'C) Owner or operator of the aircraft.']	['C']
5094.	SC	Assuring compliance with an Airworthiness Directive is the responsibility of the	['A) pilot in command and the FAA certificated mechanic assigned to that aircraft.', 'B) pilot in command of that aircraft.', 'C) owner or operator of that aircraft.']	['C']
5095.	SC	After an annual inspection has been completed and the aircraft has been returned to service, an appropriate notation should be made	['A) on the airworthiness certificate.', 'B) in the aircraft maintenance records.', 'C) in the FAA-approved flight manual.']	['B']
5096.	SC	A standard airworthiness certificate remains in effect as long as the aircraft receives	['A) an annual inspection.', 'B) an annual inspection and a 100-hour inspection prior to their expiration dates.', 'C) required maintenance and inspections.']	['C']
5097.	SC	If an aircraft’s operation in flight was substantially affected by an alteration or repair, the aircraft documents must show that it was test flown and approved for return to service by an appropriately- rated pilot prior to being operated	['A) by any private pilot.', 'B) with passengers aboard.', 'C) for compensation or hire.']	['B']
5098.	SC	Which is correct concerning preventive maintenance, when accomplished by a pilot?	['A) A record of preventive maintenance is not required.', 'B) A record of preventive maintenance must be entered in the maintenance records.', 'C) Records of preventive maintenance must be entered in the FAA-approved flight.']	['B']
5099.	SC	An aircraft carrying passengers for hire has been on a schedule of inspection every 100 hours of time in service. Under which condition, if any, may that aircraft be operated beyond 100 hours without a new inspection?	['A) The aircraft may be flown for any flight as long as the time in service has not exceeded 110 hours.', 'B) The aircraft may be dispatched for a flight of any duration as long as 100 hours has not been exceeded at the time it departs.', 'C) The 100-hour limitation may be exceeded by not more than 10 hours if necessary to reach a place at which the inspection can be done.']	['C']
5100.	SC	Which is true concerning required maintenance inspections?	['A) A 100-hour inspection may be substituted for an annual inspection.', 'B) An annual inspection may be substituted for a 100-hour inspection.', 'C) An annual inspection is required even if a progressive inspection system has been approved.']	['B']
5101.	SC	An ATC transponder is not to be used unless it has been tested, inspected, and found to comply with regulations within the preceding	['A) 30 days.', 'B) 12 calendar months.', 'C) 24 calendar months.']	['C']
5102.	SC	Aircraft maintenance records must include the current status of the	['A) applicable airworthiness certificate.', 'B) life-limited parts of only the engine and airframe.', 'C) life-limited parts of each airframe, engine, propeller, rotor, and appliance.']	['C']
5103.	SC	Which is true relating to Airworthiness Directives (AD's)?	["A) AD's are advisory in nature and are, generally, not addressed immediately.", "B) Noncompliance with AD's renders an aircraft un- airworthy.", "C) Compliance with AD's is the responsibility of maintenance personnel."]	['B']
5104.	SC	A new maintenance record being used for an aircraft engine rebuilt by the manufacturer must include previous	['A) operating hours of the engine.', 'B) annual inspections performed on the engine.', 'C) changes as required by Airworthiness Directives.']	['C']
5105.	SC	If an ATC transponder installed in an aircraft has not been tested, inspected, and found to comply with regulations within a specified period, what is the limitation on its use?	['A) Its use is not permitted.', 'B) It may be used when in Class G airspace.', 'C) It may be used for VFR flight only.']	['A']
5106.	SC	To act as pilot-in-command of an airplane with more than 200 horsepower, a person is required to	['A) receive and log ground and flight training from a qualified pilot in such an airplane.', 'B) receive and log ground and flight training from an authorized instructor in such an airplane.', 'C) obtain an endorsement from a qualified pilot stating that the person is proficient to operate such an airplane.']	['B']
5107.	SC	To serve as pilot in command of an airplane that is certified for more than one pilot crew-member, and operated under part 91, a person must	['A) complete a flight review within the preceding 24 calendar months.', 'B) receive and log ground and flight training from an authorized flight instructor.', 'C) complete a pilot-in-command proficiency check within the preceding 12 calendar months in an airplane that is type certificated for more than one pilot.']	['C']
5108.	SC	To serve as second in command of an airplane that is certificated for more than one pilot crew- member, and operated under Part 91, a person must:	['A) receive and log flight training from an authorized flight instructor in the type of airplane privileges are requested.', 'B) hold at least a commercial pilot certificate with an airplane category rating.', 'C) within the last 12 months become familiar with the required information, and perform and log pilot time in the type of airplane for which privileges are requested.']	['C']
5109.	SC	What person is directly responsible for the final authority as to the operation of the airplane?	['A) Certificate holder.', 'B) Airplane owner/operator.', 'C) Pilot in command.']	['C']
5110.	SC	Operating regulations for U.S. registered civil airplanes require that during movement on the surface takeoffs, and landings, a seat belt and shoulder harness (if installed) must be properly secured about each:	['A) flight crew members only.', 'B) person on board.', 'C) flight and cabin crew members.']	['B']
5011.	SC	No person may operate an aircraft in simulated instrument flight conditions unless the	['A) pilot has filed an IFR flight plan and received an IFR clearance.', 'B) other control seat is occupied by a safety pilot, who holds at least a private pilot certificate and is appropriately rated.', 'C) other control seat is occupied by at least an appropriately rated commercial pilot.']	['B']
5112.	SC	If the minimum safe speed for any particular operation is greater than the maximum speed prescribed in 14 CFR part 91, the; A) operator must have a Letter of Agreement with ATC. B) operator must have a Memorandum of Agreement (MO A) with the controlling agency. C) aircraft may be operated at that speed. 5114. C What altimeter setting is required when operating an aircraft at 18,000 feet MSL?	['A) Current reported altimeter setting of a station along the route.', 'B) Altimeter setting at the departure or destination airport.', 'C) 29.92 Inches Hg.']	['C']
5115.	SC	After an ATC clearance has been obtained, a pilot may not deviate from that clearance, unless the pilot	['A) receives an amended clearance or has an emergency.', 'B) is operating VFR on top.', 'C) requests an amended clearance.']	['C']
5115.	SC	After an ATC clearance has been obtained, a pilot may not deviate from that clearance, unless the pilot	['A) receives an amended clearance or has an emergency.', 'B) is operating VFR on top.', 'C) requests an amended clearance.']	['A']
5116.	SC	When approaching to land at an airport, without an operating control tower, in Class G airspace, the pilot should	['A) enter and fly a traffic pattern at 800 feet AGL.', 'B) make all turns to the left, unless otherwise indicated.', 'C) fly a left-hand traffic pattern at 800 feet AGL.']	['B']
5117.	SC	When operating an aircraft in the vicinity of an airport with an operating control tower, in Class E airspace, a pilot must establish communications prior to	['A) 5 NM, and up to and including 3,000 feet AGL.', 'B) 8 NM, and up to and including 3,000 feet AGL.', 'C) 4 NM, and up to and including 2,500 feet AGL.']	['C']
5118.	SC	When approaching to land at an airport with an ATC facility, in Class D airspace, the pilot must establish communications prior to	['A) 4 NM, up to and including 2,500 feet AGL.', 'B) 10 NM, up to and including 3,000 feet AGL.', 'C) 30 SM, and be transponder equipped.']	['A']
5119.	SC	Which is true regarding flight operations to or from a satellite airport, without an operating control tower, within the Class C airspace area?	['A) Prior to takeoff, a pilot must establish communication with the ATC controlling facility.', 'B) Aircraft must be equipped with an ATC transponder.', 'C) Prior to entering that airspace, a pilot must establish and maintain communication with the ATC serving facility.']	['C']
5120.	SC	Which is true regarding flight operations in Class A airspace?	['A) May conduct operations under visual flight rules.', 'B) Aircraft must be equipped with approved distance measuring equipment (DME).', 'C) Aircraft must be equipped with an ATC transponder and altitude reporting equipment.']	['C']
5126.	SC	A person with a commercial pilot certificate may act as pilot in command of an aircraft carrying persons or property for compensation or hire, if that person	['A) holds appropriate category, class ratings, and meets the recent flight experience requirements of 14 CFR part 61.', 'B) is qualified in accordance with 14 CFR part 61 and with the applicable parts that apply to the operation.', 'C) is qualified in accordance with 14 CFR part 61 and has passed a pilot competency check given by an authorized check pilot.']	['B']
5128.	SC	To act as pilot in command of a tailwheel airplane without prior experience, a pilot must	['A) log ground and flight training from an authorized instructor.', 'B) pass a competency check and receive an endorsement from an authorized instructor.', 'C) receive and log flight training from an authorized instructor.']	['C']
5129.	SC	No person may operate an aircraft that has an experimental airworthiness certificate	['A) under instrument flight rules (IFR).', 'B) when carrying property for hire.', 'C) when carrying persons or property for hire.']	['C']
5138.	SC	Who has the final authority to accept or decline any 'land and hold short' (LAHSO) clearance?	['A) Airplane owner/operator.', 'B) ATC tower controller.', 'C) Pilot-in-command.']	['C']
5139.	SC	When should pilots decline a 'land and hold short' (LAHSO) clearance?	['A) If runway surface is contaminated.', 'B) When it will compromise safety.', 'C) Only when the tower controller concurs.']	['B']
5140.	SC	What is the minimum visibility and ceiling required for a pilot to receive a 'land and hold short' clearance?	['A) 3 nautical miles and 1,000 feet.', 'B) 3 statute miles and 1,000 feet.', 'C) 3 statute miles and 1,500 feet.']	['B']
5141.	SC	A pilot arrested or convicted of operating a motor vehicle while either intoxicated by, impaired by, or under the influence of alcohol or a drug is required to provide a; A) written report to the FAA Civil Aeromedical Institute (CAM I) within 60 days after the motor vehicle action. B) written report to the FAA Civil Aviation Security Division (AMC-700) not later than 60 days after the conviction. C) notification of the conviction to an FAA Aviation Medical Examiner (AM E) not later than 60 days after the motor vehicle action. 5800. B Which airborne incident would require that the nearest NTSB field office be notified immediately?	['A) Cabin door opened in-flight.', 'B) Flight control system malfunction or failure.', 'C) Cargo compartment door malfunction or failure.']	['B']
5801.	SC	While taxiing on the parking ramp, the landing gear, wheel, and tire are damaged by striking ground equipment. What action would be required to comply with NTSB Part 830?	['A) A report must be filed with the nearest FAA field office within 7 days.', 'B) An immediate notification must be filed by the operator of the aircraft with the nearest NTSB field office.', 'C) No notification or report is required.']	['C']
5802.	SC	The required preflight action relative to weather reports and fuel requirements is applicable to	['A) IFR flights only.', 'B) any flight not in the vicinity of an airport.', 'C) any flight conducted for compensation or hire.']	['B']
5803.	SC	Before beginning any flight under IFR the pilot in command must become familiar with all available information concerning that flight. In addition the pilot must:	['A) Be familiar with all instrument approaches at the destination airport.', 'B) List an alternate airport on the flight plan and confirm adequate takeoff and landing performance at the destination airport.', 'C) Be familiar with the runway lengths at airports of intended use, weather reports, fuel requirements, and the alternatives available if the flight cannot be completed.']	['C']
5804.	SC	Each required flight crew-member is required to keep his or her shoulder harness fastened	['A) during takeoff and landing, unless he or she is unable to perform required duties.', 'B) while the crew-members are at their stations, unless he or she is unable to perform required duties.', 'C) during takeoff and landing only when passengers are aboard the aircraft.']	['A']
5805.	SC	Portable electronic devices which may cause interference with the navigation or communication system may not be operated on a U.S.- registered civil aircraft being flown;	['A) along Federal airways.', 'B) within the U.S.', 'C) in air carrier operations.']	['C']
5806.	SC	Which is true with respect to operating limitations of a 'restricted' category airplane?	["A) A 'restricted' category airplane is limited to an operating radius of 25 miles from its home base.", "B) A pilot of a 'restricted' category airplane is required to hold a commercial pilot certificate.", "C) No person may operate a 'restricted' category airplane carrying passengers or property for compensation or hire."]	['C']
5965.	SC	What period of time must a person be hospitalized before an injury may be defined by the NTSB as a 'serious injury'?	['A) 72 hours; commencing within 10 days after date of the injury.', 'B) 48 hours; commencing within 7 days after date of the injury.', 'C) 10 days, with no other extenuating circumstances.']	['B']
5966.	SC	In what type of operation, not regulated by 14 CFR part 119, may a commercial pilot act as pilot in command and receive compensation for services?	['A) Part-time contract pilot.', 'B) Nonstop flights within a 25 SM radius of an airport to carry persons for intentional parachute jumps.', 'C) Nonstop flights within a 25 SM radius of an airport to carry cargo only.']	['B']
5967.	SC	In what type of operation, not regulated by 14 CFR part 119, may a commercial pilot act as pilot in command and receive compensation for services?	['A) On-demand, nine or less passenger, charter flights.', 'B) Crop dusting, spraying, and bird chasing.', 'C) On-demand cargo flights.']	['B']
5941.	SC	Risk management, as part of the Aeronautical Decision Making (ADM) process, relies on which feature to reduce the risks associated with each flight?	['A) The mental process of analyzing all information in a particular situation and making a timely decision on what action to take.', 'B) Applications of stress management and risk element procedures.', 'C) Situational awareness, problem recognition, and good judgment.']	['C']
5942.	SC	Aeronautical Decision Making (ADM) is a:	['A) Systematic approach to the mental process used by pilots to consistently determine the best course of action for a given set of circumstances.', 'B) Decision making process which relies on good judgment to reduce risks associated with each flight.', 'C) Mental process of analyzing all information in a particular situation and making a timely decision on what action to take.']	['A']
5943.	SC	The Aeronautical Decision Making (ADM) process identifies the steps involved in good decision making. One of these steps includes a pilot	["A) identifying personal attitudes hazardous to safe flight.", "B) developing the 'right stuff' attitude.", "C) making a rational evaluation of the required actions."]	['A']
5944.	SC	Examples of classic behavioral traps that experienced pilots may fall into are: trying to	["A) assume additional responsibilities and assert PIC authority.", "B) promote situational awareness and then necessary changes in behavior.", "C) complete a flight as planned, please passengers, meet schedules, and demonstrate the 'right stuff."]	['C']
5945.	SC	The basic drive for a pilot to demonstrate the 'right stuff' can have an adverse effect on safety, by	['A) a total disregard for any alternative course of action.', 'B) generating tendencies that lead to practices that are dangerous, often illegal, and that may lead to a mishap.', 'C) imposing a realistic assessment of piloting skills under stressful conditions.']	['B']
5946.	SC	Most pilots have fallen prey to dangerous tendencies or behavior problems at some time. Some of these dangerous tendencies or behavior patterns which must be identified and eliminated include:	['A) Deficiencies in instrument skills and knowledge of aircraft systems or limitations.', 'B) Peer pressure, get-there-itis, loss of positional or situation awareness, and operating without adequate fuel reserves.', 'C) Performance deficiencies from human factors such as, fatigue, illness or emotional problems.']	['B']
5947.	SC	An early part of the Aeronautical Decision Making (ADM) process involves	["A) taking a self-assessment hazardous attitude inventory test.", "B) understanding the drive to have the 'right stuff.", "C) obtaining proper flight instruction and experience during training."]	['A']
5948.	SC	Hazardous attitudes which contribute to poor pilot judgment can be effectively counteracted by	['A) taking meaningful steps to be more assertive with attitudes.', 'B) early recognition of hazardous thoughts.', 'C) redirecting that hazardous attitude so that appropriate action can be taken.']	['C']
5949.	SC	What are some of the hazardous attitudes dealt with in Aeronautical Decision Making (ADM)?	["A) Risk management, stress management, and risk elements.", "B) Poor decision making, situational awareness, and judgment.", "C) Antiauthority (don't tell me), impulsivity (do something quickly without thinking), macho (I can do it)."]	['C']
5950.	SC	When a pilot recognizes a hazardous thought, he or she then should correct it by stating the corresponding antidote. Which of the following is the antidote for MACHO?	['A) Follow the rules. They are usually right.', 'B) Not so fast. Think first.', 'C) Taking chances is foolish.']	['C']
5951.	SC	What is the first step in neutralizing a hazardous attitude in the ADM process?	['A) Dealing with improper judgment.', 'B) Recognition of hazardous thoughts.', 'C) Recognition of invulnerability in the situation.']	['B']
5952.	SC	What should a pilot do when recognizing a thought as hazardous?	['A) Avoid developing this hazardous thought.', 'B) Develop this hazardous thought and follow through with modified action.', 'C) Label that thought as hazardous. then correct that thought by stating the corresponding learned antidote.']	['C']
5953.	SC	To help manage cockpit stress, pilots must;	['A) condition themselves to relax and think rationally when stress appears.', 'B) be aware of life stress situations that are similar to those in flying.', 'C) avoid situations that will improve their abilities to handle cockpit responsibilities.']	['A']
5954.	SC	What does good cockpit stress management begin with?	['A) Knowing what causes stress.', 'B) Good life stress management.', 'C) Eliminating life and cockpit stress issues.']	['B']
5955.	SC	The passengers for a charter flight have arrived almost an hour late for a flight that requires a reservation. Which of the following alternatives best illustrates the ANTIAUTHORITY reaction?	["A) Those reservation rules do not apply to this flight.", "B) The pilot can't help it that the passengers are late.", "C) If the pilot hurries, he or she may still make it on time."]	['A']
5956.	SC	While conducting an operational check of the cabin pressurization system, the pilot discovers that the rate control feature is inoperative. He knows that he can manually control the cabin pressure, so he elects to disregard the discrepancy. Which of the following alternatives best illustrates the INVULNERABILITY reaction?	["A) It's too late to fix it now.", "B) He can handle a little problem like this.", "C) What is the worst that could happen."]	['C']
