id	type	question	option	answer
3021.	SC	A Third-Class Medical Certificate is issued to a 51-year old pilot on May 3, this year. To exercise the privileges of a Private Pilot Certificate, the medical certificate will be valid until midnight on	['A) May 3, 1 year later.', 'B) May 31, 1 year later.', 'C) May 31, 2 years later.']	['C']
3022.	SC	For private pilot operations, a Second-Class Medical Certificate issued to a 42-year old pilot on July 15, this year, will expire at midnight on	['A) July 15, 2 years later.', 'B) July 31, 1 year later.', 'C) July 31, 2 years later.']	['C']
3023.	SC	For private pilot operations, a First-Class Medical Certificate issued to a 23-year old pilot on October 21, this year, will expire at midnight on	['A) October 21, 2 years later', 'B) October 31, next year.', 'C) October 31, 5 years later.']	['C']
3023-1.	SC	To operate under BasicMed the pilot-in-command must have completed a physical examination by a state-licensed physician within the preceding	['A) 48 months', 'B) 24 months', 'C) 1 year']	['A']
3023-2.	SC	For private pilot operations under BasicMed, the pilot- in-command is allowed to fly with no more than	['A) 6 passengers', 'B) 5 passengers', 'C) 5 occupants']	['B']
3023-3.	SC	To maintain BasicMed privileges you are required to complete the medical examination checklist (ME C) A) 48 months B) 24 months C) 1 year 3023-4. B What is the maximum altitude a private pilot operating under BasicMed can fly?	['A) 10,000 feet', 'B) 18,000 feet', 'C) 1,200 feet']	['B']
3023-5.	SC	For private pilot operations under BasicMed, the pilot- in-command is allowed to fly with no more than	['A) 6 occupants', 'B) 5 occupants', 'C) 6 passengers']	['A']
3023-6.	SC	For private pilot operations under BasicMed, the pilot- in-command is allowed to fly an aircraft that	['A) weighs a maximum of 6,000 pounds and 6 seats', 'B) weighs a maximum of 7,500 pounds and 5 seats', 'C) weighs a maximum of 6,000 pounds and 7 seats']	['A']
3024.	SC	The pilot in command is required to hold a type rating in which aircraft?	['A) Aircraft operated under an authorization issued by the Administrator.', 'B) Aircraft having a gross weight of more than 12,500 pounds.', 'C) Aircraft involved in ferry flights, training flights, or test flights.']	['B']
3025.	SC	What is the definition of a high-performance airplane?	['A) An airplane with 180 horsepower, or retractable landing gear, flaps, and a fixed-pitch propeller.', 'B) An airplane with an engine of more than 200 horsepower.', 'C) An airplane with a normal cruise speed in excess of 200 knots.']	['B']
3026.	SC	Before a person holding a private pilot certificate may act as pilot in command of a high-performance airplane, that person must have	["A) passed a flight test in that airplane from an FAA inspector.", "B) an endorsement in that person's logbook that he or she is competent to act as pilot in command.", "C) received ground and flight instruction from an authorized flight instructor who then endorses that person's logbook."]	['C']
3027.	SC	In order to act as pilot in command of a high performance airplane, a pilot must have	['A) received and logged ground and flight instruction in an airplane that has more than 200 horsepower.', 'B) made and logged three solo takeoffs and landings in a high performance airplane.', 'C) passed a flight test in a high performance airplane.']	['A']
3028.	SC	To act as pilot in command of an aircraft carrying passengers, the pilot must have made at least three takeoffs and three landings in an aircraft of the same category, class, and if a type rating is required, of the same type, within the preceding	['A) 90 days.', 'B) 12 calendar months.', 'C) 24 calendar months.']	['A']
3029.	SC	If recency of experience requirements for night flight are not met and official sunset is 1830, the latest time passengers may be carried is	['A) 1829.', 'B) 1859.', 'C) 1929.']	['C']
3030.	SC	To act as pilot in command of an aircraft carrying passengers, a pilot must show by logbook endorsement the satisfactory completion of a flight review or completion of a pilot proficiency check within the preceding	['A) 6 calendar months.', 'B) 12 calendar months.', 'C) 24 calendar months.']	['C']
3031.	SC	To act as pilot in command of an aircraft carrying passengers, the pilot must have made three takeoffs and three landings within •the preceding 90 days in an aircraft of the same	['A) make and model.', 'B) category and class, but not type', 'C) category, class, and type, if type rating required.']	['C']
3032.	SC	The takeoffs and landings required to meet the recency of experience requirements for carrying passengers in a tail wheel airplane.	['A) may be touch and go or full stop.', 'B) must be touch and go.', 'C) must be to a full stop.']	['C']
3033.	SC	The three takeoffs and landings that are required to act as pilot in command at night must be done during the time period from	['A) sunset to sunrise.', 'B) hour after sunset to 1 hour before sunrise.', 'C) the end of evening twilight to the beginning of morning civil twilight.']	['B']
3034.	SC	To meet the recency of experience requirements to act as pilot in command carrying passengers at night, a pilot must have made at least three takeoffs and three landings to a full stop within the preceding 90 days in	['A) the same category and class of aircraft to be used.', 'B) the same type of aircraft to be used', 'C) any aircraft.']	['A']
3035.	SC	If a certified pilot changes permanent mailing address and fails to notify the FAA Airmen Certification Branch of the new address, the pilot is entitled to exercise the privileges of the pilot certificate for a period of only	['A) 30 days after the date of the move.', 'B) 60 days after the date of the move.', 'C) 90 days after the date of the move,']	['A']
3036.	SC	A certified private pilot may not act as pilot in command of an aircraft towing a glider unless there is entered in the pilot’s logbook a minimum of	['A) 100 hours of pilot-in-command time in the aircraft category, class, and type, if required, that the pilot is using to tow a glider.', 'B) 200 hours of pilot-in-command time in the aircraft category, class, and type, if required, that the pilot is using to tow a glider.', 'C) 100 hours of pilot flight time in any aircraft, that the pilot is using to tow a glider.']	['A']
3037.	SC	To act as pilot in command of an aircraft towing a glider, a pilot is required to have made within the preceding 12 months	['A) at least three flights as observer in a glider being towed by an aircraft.', 'B) at least three flights in a powered glider.', 'C) at least three actual or simulated glider tows while accompanied by a qualified pilot.']	['C']
3064.	SC	In regard to privileges and limitations, a private pilot may	['A) not be paid in any manner for the operating expenses of a flight.', 'B) not pay less than the pro rata share of the operating expenses involve only fuel, oil, airport expenditures, or rental fees.', 'C) act as pilot in command of an aircraft carrying a passenger for compensation if the flight is in connection with a business or employment.']	['B']
3065.	SC	According to regulations pertaining to privileges and limitations, a private pilot may	['A) not pay less than the pro rata share of the operating expenses of a flight with passengers provided the expenses involve only fuel, oil, airport expenditures, or rental fees.', 'B) not to be paid in any manner for the operating expenses of a flight.', 'C) be paid for the operating expenses of a flight if at least three takeoffs and three landings were made by the pilot within the preceding 90 days.']	['A']
3066.	SC	What exception, if any, permits a private pilot to act as pilot in command of an aircraft carrying passengers who pay for the flight?	['A) If the passengers pay all the operating expenses.', 'B) If a donation is made to a charitable organization for the flight.', 'C) There is no exception.']	['B']
3068.	SC	Unless otherwise specified, Federal Airways include that Class E airspace extending upward from	['A) 700 feet above the surface up to and including 17,999 feet MSL.', 'B) 1,200 feet above the surface up to and including 17,999 feet MSL.', 'C) the surface up to and including 18,000 feet MSL.']	['B']
3069.	SC	Normal VFR operations in Class D airspace with an operating control tower require the ceiling and visibility to be at least	['A) 1,000 feet and 1 mile.', 'B) 1,000 feet and 3 miles.', 'C) 2,500 feet and 3 miles.']	['B']
3070.	SC	The final authority as to the operation of an aircraft is the	['A) Federal Aviation Administration.', 'B) pilot in command.', 'C) aircraft manufacturer.']	['B']
3072.	SC	If an in-flight emergency requires immediate action, the pilot in command may	["A) deviate from the FAR's to the extent required to meet the emergency, but must submit a written report to the Administrator within 24 hours.", "B) deviate from the FAR's to the extent required to meet that emergency.", "C) not deviate from the FAR's unless prior to the deviation approval is granted by the Administrator."]	['B']
3073.	SC	When must a pilot who deviates from a regulation during an emergency send a written report of that deviation to the Administrator?	['A) Within 7 days.', 'B) Within 10 days.', 'C) Upon request.']	['C']
3074.	SC	Who is responsible for determining if an aircraft is in condition for safe flight?	['A) A certificated aircraft mechanic.', 'B) The pilot in command.', 'C) The owner or operator.']	['B']
3075.	SC	Where may an aircraft's operating limitations be found?	['A) On the Airworthiness Certificate.', 'B) In the current, FAA-approved flight manual, approved manual material, markings, and placards, or any combination thereof.', 'C) In the aircraft airframe and engine logbooks.']	['B']
3076.	SC	Under what conditions may objects be dropped from an aircraft?	['A) Only in an emergency.', 'B) If precautions are taken to avoid injury or damage to persons or property on the surface.', 'C) If prior permission is received from the Federal Aviation Administration.']	['B']
3077.	SC	A person may not act as a crew-member of a civil aircraft if alcoholic beverages have been consumed by that person within the preceding	['A) 8 hours.', 'B) 12 hours.', 'C) 24 hours.']	['A']
3078.	SC	Under what condition, if any, may a pilot allow a person who is obviously under the influence of drugs to be carried aboard an aircraft?	["A) In an emergency or if the person is a medical patient under proper care.", "B) Only if the person does not have access to the cockpit or pilot's compartment.", "C) Under no condition."]	['A']
3079.	SC	No person may attempt to act as a crew-member of a civil aircraft with	['A) .008 percent by weight or more alcohol in the blood.', 'B) .004 percent by weight or more alcohol in the blood.', 'C) .04 percent by weight or more alcohol in the blood.']	['C']
3080.	SC	Which preflight action is specifically required of the pilot prior to each flight?	['A) Check the aircraft logbooks for appropriate entries.', 'B) Become familiar with all available information concerning the flight.', 'C) Review wake turbulence avoidance procedures.']	['B']
3081.	SC	Preflight action, as required for all flights away from the vicinity of an airport, shall include	['A) the designation of an alternate airport.', 'B) a study of arrival procedures at airports/ heliports of intended use.', 'C) an alternate course of action if the flight cannot be completed as planned.']	['C']
3082.	SC	In addition to other preflight actions for a VFR flight away from the vicinity of the departure airport, regulations specifically require the pilot in command to A) review traffic control light signal procedures. B) check the accuracy of the navigation equipment and the emergency locator transmitter (EL T). C) determine runway lengths at airports of intended use and the aircraft's takeoff and landing distance data. 3083. A Regulations Aviation Seminars 3083. Flight crew-members are required to keep their safety belts and shoulder harnesses fastened during	['A) takeoffs and landings.', 'B) all flight conditions.', 'C) flight in turbulent air.']	['C']
3084.	SC	Which best describes the flight conditions under which flight crew-members are specifically required to keep their safety belts and shoulder harnesses fastened?	['A) Safety belts during takeoff and landing; shoulder harnesses during takeoff and landing.', 'B) Safety belts during takeoff and landing; shoulder harnesses during takeoff and landing and while en route.', 'C) Safety belts during takeoff and landing and while en route; shoulder harnesses during takeoff and landing.']	['C']
3085.	SC	With respect to passengers, what obligation, if any, does a pilot in command have concerning the use of safety belts?	['A) The pilot in command must instruct the passengers to keep their safety belts fastened for the entire flight.', 'B) The pilot in command must brief the passengers on the use of safety belts and notify them to fasten their safety belts during taxi, takeoff, and landing.', 'C) The pilot in command has no obligation in regard to passengers’ use of safety belts.']	['B']
3086.	SC	With certain exceptions, safety belts are required to be secured about passengers during	['A) taxi, takeoffs, and landings.', 'B) all flight conditions.', 'C) flight in turbulent air.']	['A']
3087.	SC	Safety belts are required to be properly secured about which persons in an aircraft and when?	['A) Pilots only, during takeoffs and landings.', 'B) Passengers, during taxi, takeoffs, and landings  only.', 'C) Each person on board the aircraft during the entire flight.']	['B']
3088.	SC	No person may operate an aircraft in formation flight	['A) over a densely populated area.', 'B) in Class D airspace under special VFR.', 'C) except by prior arrangement with the pilot in command of each aircraft.']	['C']
3089.	SC	Which aircraft has the right-of-way over all other air traffic?	['A) A balloon.', 'B) An aircraft in distress.', 'C) An aircraft on final approach to land.']	['B']
3090.	SC	What action is required when two aircraft of the same category converge, but not head-on?	['A) The faster aircraft shall give way.', 'B) The aircraft on the left shall give way.', 'C) Each aircraft shall give way to the right.']	['B']
3091.	SC	Which aircraft has the right-of-way over the other aircraft listed?	['A) Glider.', 'B) Airship.', 'C) Aircraft refueling other aircraft.']	['A']
3092.	SC	An airplane and an airship are converging. If the airship is left of the airplane’s position, which aircraft has the right-of-way?	['A) The airship.', 'B) The airplane.', 'C) Each pilot should alter course to the right.']	['A']
3093.	SC	Which aircraft has the right-of-way over the other aircraft listed?	['A) Airship.', 'B) Aircraft towing other aircraft.', 'C) Gyroplane.']	['B']
3094.	SC	What action should the pilots of a glider and an airplane take if on a head-on collision course?	['A) The airplane pilot should give way to the left.', 'B) The glider pilot should give way to the right.', 'C) Both pilots should give way to the right.']	['C']
3095.	SC	When two or more aircraft are approaching an airport for the purpose of landing, the right-of-way belongs to the aircraft	['A) that has the other to its right.', 'B) that is the least maneuverable.', 'C) at the lower altitude, but it shall not take advantage of this rule to cut in front of or to overtake another.']	['C']
3096.	SC	A seaplane and a motorboat are on crossing courses. If the motorboat is to the left of the seaplane, which has the right-of-way?	['A) The motorboat.', 'B) The seaplane.', 'C) Both should alter course to the right.']	['B']
3097.	SC	Unless otherwise authorized, what is the maximum indicated airspeed at which a person may operate an aircraft below 10,000 feet MSL?	['A) 200 knots.', 'B) 250 knots.', 'C) 288 knots.']	['B']
3098.	SC	Unless otherwise authorized, the maximum indicated airspeed at which aircraft may be flown at or below 2,500 feet AGL and within 4 nautical miles of the primary airport of class C airspace is	['A) 200 knots.', 'B) 230 knots.', 'C) 250 knots.']	['A']
3099.	SC	When flying in the airspace underlying Class B airspace, the maximum speed authorized is	['A) 200 knots.', 'B) 230 knots.', 'C) 250 knots.']	['A']
3100.	SC	When flying in a VFR corridor designated through Class B airspace, the maximum speed authorized is	['A) 180 knots.', 'B) 200 knots.', 'C) 250 knots.']	['B']
3101.	SC	Except when necessary for takeoff or landing, what is the minimum safe altitude for a pilot to operate an aircraft anywhere?	['A) An altitude allowing, if a power unit fails, an emergency landing without undue hazard to persons or property on the surface.', 'B) An altitude of 500 feet above the surface and no closer than 500 feet to any person, vessel, vehicle, or structure.', 'C) An altitude of 500 feet above the highest obstacle within a horizontal radius of 1,000 feet.']	['A']
3102.	SC	Except when necessary for takeoff or landing, what is the minimum safe altitude required for a pilot to operate an aircraft over congested areas?	['A) An altitude of 1,000 feet above any person, vessel, vehicle, or structure.', 'B) An altitude of 500 feet above the highest obstacle within a horizontal radius of 1,000 feet of the aircraft.', 'C) An altitude of 1,000 feet above the highest obstacle within a horizontal radius of 2,000 feet of the aircraft.']	['C']
3103.	SC	Except when necessary for takeoff or landing, what is the minimum safe altitude required for a pilot to operate an aircraft over other than a congested area?	['A) An altitude allowing, if a power unit fails, an emergency landing without undue hazard to persons or property on the surface.', 'B) An altitude of 500 feet AGL, except over open water or a sparsely populated area, which requires 500 feet from any person, vessel, vehicle, or structure.', 'C) An altitude of 500 feet above the highest obstacle within a horizontal radius of 1,000 feet.']	['B']
3104.	SC	Except when necessary for takeoff or landing, an aircraft may not be operated closer than what distance from any person, vessel, vehicle, or structure?	['A) 500 feet.', 'B) 700 feet.', 'C) 1,000 feet.']	['A']
3105.	SC	If an altimeter setting is not available before flight, to which altitude should the pilot adjust the altimeter?	['A) The elevation of the nearest airport corrected to mean sea level.', 'B) The elevation of the departure area.', 'C) Pressure altitude corrected for nonstandard temperature.']	['B']
3106.	SC	Prior to takeoff, the altimeter should be set to which altitude or altimeter setting?	['A) The current local altimeter setting, if available, or the departure airport elevation.', 'B) The corrected density altitude of the departure airport.', 'C) The corrected pressure altitude for the departure airport.']	['A']
3107.	SC	At what altitude shall the altimeter be set to 29.92, when climbing to cruising flight level?	['A) 14,500 feet MSL.', 'B) 18,000 feet MSL.', 'C) 24,000 feet MSL.']	['B']
3108.	SC	When an ATC clearance has been obtained, no pilot in command may deviate from that clearance, unless that pilot obtains an amended clearance. The one exception to this regulation is	["A) when the clearance states 'at pilot's discretion.", "B) an emergency.", "C) if the clearance contains a restriction."]	['B']
3109.	SC	When would a pilot be required to submit a detailed report of an emergency which caused the pilot to deviate from an ATC clearance?	['A) When requested by ATC.', 'B) Immediately.', 'C) Within 7 days.']	['A']
3110.	SC	What action, if any, is appropriate if the pilot deviates from an ATC instruction during an emergency and is given priority?	['A) Take no special action since you are pilot in command.', 'B) File a detailed report within 48 hours to the chief of the appropriate ATC facility, if requested.', 'C) File a report to the FAA Administrator, as soon as possible.']	['B']
3111.	SC	A steady green light signal directed from the control tower to an aircraft in flight is a signal that the pilot	['A) is cleared to land.', 'B) should give way to other aircraft and continue circling.', 'C) should return for landing.']	['A']
3112.	SC	Which light signal from the control tower clears a pilot to taxi?	['A) Flashing white.', 'B) Flashing green', 'C) Steady green.']	['B']
3113.	SC	If the control tower uses a light signal to direct a pilot to give way to other aircraft and continue circling, the light will be	['A) flashing red.', 'B) steady red.', 'C) alternating red and green.']	['B']
3114.	SC	A flashing white light signal from the control tower to a taxiing aircraft is an indication to	['A) taxi at a faster speed.', 'B) taxi only on taxiways and not cross runways.', 'C) return to the starting point on the airport.']	['C']
3115.	SC	An alternating red and green light signal directed from the control tower to an aircraft in flight is a signal to	['A) hold position.', 'B) exercise extreme caution.', 'C) not land; the airport is unsafe.']	['B']
3116.	SC	While on final approach for landing, an alternating green and red light followed by a flashing red light is received from the control tower. Under these circumstances, the pilot should	['A) discontinue the approach, fly the same traffic pattern and approach again, and land.', 'B) exercise extreme caution and abandon the approach, realizing the airport is unsafe for landing.', 'C) abandon the approach, circle the airport to the right, and expect a flashing white light when the airport is safe for landing.']	['B']
3117.	SC	A blue segmented circle on a Sectional Chart depicts which class airspace?	['A) Class B.', 'B) Class C.', 'C) Class D.']	['C']
3118.	SC	Airspace at an airport with a part-time control tower is classified as Class D airspace only	['A) when the weather minimums are below basic VFR.', 'B) when the associated control tower is in operation.', 'C) when the associated Flight Service Station is in operation.']	['B']
3119.	SC	Unless otherwise authorized, two-way radio communications with Air Traffic Control are required for landings or takeoffs	['A) at all tower controlled airports regardless of weather conditions.', 'B) at all tower controlled airports only when weather conditions are less than VFR.', 'C) at all tower controlled airports within Class D airspace only when weather conditions are less than VFR.']	['A']
3124.	SC	Two-way radio communication must be established with the Air Traffic Control facility having jurisdiction over the area prior to entering which class airspace?	['A) Class C.', 'B) Class E.', 'C) Class G.']	['A']
3125.	SC	What minimum radio equipment is required for operation within Class C airspace?	['A) Two-way radio communications equipment and a 4096-code transponder.', 'B) Two-way radio communications equipment, a 4096- code transponder, and DME.', 'C) Two-way radio communications equipment, a 4096- code transponder, and an encoding altimeter.']	['C']
3126.	SC	What minimum pilot certification is required for operation within Class B airspace?	['A) Recreational Pilot Certificate.', 'B) Private Pilot Certificate or Student Pilot Certificate with appropriate logbook endorsements.', 'C) Private Pilot Certificate with an instrument rating.']	['B']
3127.	SC	What minimum pilot certification is required for operation within Class B airspace?	['A) Private Pilot Certificate or Student Pilot Certificate with appropriate logbook endorsements.', 'B) Commercial Pilot Certificate.', 'C) Private Pilot Certificate with an instrument rating.']	['A']
3128.	SC	What minimum radio equipment is required for VFR operation within Class B airspace?	['A) Two-way radio communications equipment and a 4096-code transponder.', 'B) Two-way radio communications equipment, a 4096-code transponder, and an encoding altimeter.', 'C) Two-way radio communications equipment, a 4096-code transponder, an encoding altimeter, and a VOR or TACAN receiver.']	['B']
3129.	SC	An operable 4096-code transponder with an encoding altimeter is required in which airspace? A) Class A, Class B (and within 30 miles of the Class B primary airport), and Class C. B) Class D and Class E (below 10,000 feet MS L). C) Class D and Class G (below 10,000 feet MS L). 3130. A In which type of airspace are VFR flights prohibited?	['A) Class A.', 'B) Class B.', 'C) Class C.']	['A']
3131.	SC	What is the specific fuel requirement for flight under VFR during daylight hours in an airplane?	['A) Enough to complete the flight at normal cruising speed with adverse wind conditions.', 'B) Enough to fly to the first point of intended landing and to fly after that for 30 minutes at normal cruising speed.', 'C) Enough to fly to the first point of intended landing and to fly after that for 45 minutes at normal cruising speed.']	['B']
3132.	SC	What is the specific fuel requirement for flight under VFR at night in an airplane?	['A) Enough to complete the flight at normal cruising speed with adverse wind conditions.', 'B) Enough to fly to the first point of intended landing and to fly after that for 30 minutes at normal cruising speed.', 'C) Enough to fly to the first point of intended landing and to fly after that for 45 minutes at normal cruising speed.']	['C']
3136.	SC	During operations outside controlled airspace at altitudes of more than 1,200 feet AGL, but less than 10,000 feet MSL, the minimum distance below clouds requirement for VFR flight at night is	['A) 500 feet.', 'B) 1,000 feet.', 'C) 1,500 feet.']	['A']
3137.	SC	What minimum visibility and clearance from clouds are required for VFR operations in Class G airspace at 700 feet AGL or below during daylight hours?	['A) 1 mile visibility and clear of clouds.', 'B) 1 mile visibility, 500 feet below, 1,000 feet above, and 2,000 feet horizontal clearance from clouds.', 'C) 3 miles visibility and clear of clouds.']	['A']
3138.	SC	What minimum flight visibility is required for VFR flight operations on an airway below 10,000 feet MSL?	['A) 1 mile', 'B) 3 miles.', 'C) 4 miles.']	['B']
3139.	SC	The minimum distance from clouds required for VFR operations on an airway below 10,000 feet MSL is	['A) remain clear of clouds.', 'B) 500 feet below, 1,000 feet above, and 2,000 feet horizontally.', 'C) 500 feet above, 1,000 feet below, and 2,000 feet horizontally.']	['B']
3140.	SC	During operations within controlled airspace at altitudes of more than 1,200 feet AGL, but less than 10,000 feet MSL, the minimum distance above clouds requirement for VFR flight is	['A) 500 feet.', 'B) 1,000 feet.', 'C) 1,500 feet.']	['B']
3141.	SC	VFR flight in controlled airspace above 1,200 feet AGL and below 10,000 feet MSL requires a minimum visibility and vertical cloud clearance of	['A) 3 miles, and 500 feet below or 1,000 feet above the clouds in controlled airspace.', 'B) 5 miles, and 1,000 feet below or 1,000 feet above the clouds at all altitudes.', 'C) 5 miles, and 1,000 feet below or 1,000 feet above the clouds only in Class A airspace.']	['A']
3142.	SC	During operations outside controlled airspace at altitudes of more than 1,200 feet AGL, but less than 10,000 feet MSL, the minimum flight visibility for VFR flight at night is	['A) 1 mile.', 'B) 3 miles.', 'C) 5 miles.']	['B']
3143.	SC	flight visibility requirement for VFR flight above 1,200 feet AGL and below 10,000 feet MSL during daylight hours is	['A) 1 mile.', 'B) 3 miles.', 'C) 5 miles.']	['A']
3144.	SC	During operations outside controlled airspace at altitudes of more than 1,200 feet AGL, but less than 10,000 feet MSL, the minimum distance below clouds requirement for VFR flight at night is	['A) 500 feet.', 'B) 1,000 feet.', 'C) 1,500 feet.']	['A']
3145.	SC	The minimum flight visibility required for VFR flights above 10,000 feet MSL and more than 1,200 feet AGL in controlled airspace is	['A) 1 mile.', 'B) 3 miles.', 'C) 5 miles.']	['C']
3146.	SC	For VFR flight operations above 10,000 feet MSL and more than 1,200 feet AGL, the minimum horizontal distance from clouds required is	['A) 1,000 feet.', 'B) 2,000 feet.', 'C) 1 mile.']	['C']
3147.	SC	During operations at altitudes of more than 1,200 feet AGL and at or above 10,000 feet MSL, the minimum distance above clouds requirement for VFR flight is	['A) 500 feet.', 'B) 1,000 feet.', 'C) 1,500 feet.']	['B']
3148.	SC	No person may take off or land an aircraft under basic VFR at an airport that lies within Class D airspace unless the	['A) flight visibility at that airport is at least 1 mile.', 'B) ground visibility at that airport is at least 1 mile.', 'C) ground visibility at that airport is at least 3 miles.']	['B']
3149.	SC	The basic VFR weather minimums for operating an aircraft within Class D airspace are	['A) 500-foot ceiling and 1 mile visibility.', 'B) 1,000-foot ceiling and 3 miles visibility.', 'C) clear of clouds and 2 miles visibility.']	['B']
3150.	SC	A special VFR clearance authorizes the pilot of an aircraft to operate VFR while within Class D airspace when the visibility is	['A) less than 1 mile and the ceiling is less than 1,000 feet', 'B) at least 1 mile and the aircraft and remain clear of clouds.', 'C) at least 3 miles and the aircraft can remain clear of clouds.']	['B']
3151.	SC	What is the minimum weather condition required for airplanes operating under special VFR in Class D airspace?	['A) 1 mile flight visibility.', 'B) 1 mile flight visibility and 1,000-foot ceiling.', 'C) 3 miles flight visibility and 1,000-foot ceiling.']	['A']
3153.	SC	What are the minimum requirements for airplane operations under special VFR in Class D airspace at night?	['A) The airplane must be under radar surveillance at all times while in Class D airspace.', 'B) The airplane must be equipped for IFR with an altitude reporting transponder.', 'C) The pilot must be instrument rated, and the airplane must be IFR equipped.']	['C']
3154.	SC	No person may operate an airplane within Class D airspace at night under special VFR unless the	['A) flight can be conducted 500 feet below the clouds.', 'B) airplane is equipped for instrument flight.', 'C) flight visibility is at least 3 miles.']	['B']
3155.	SC	Which cruising altitude is appropriate for a VFR flight on a magnetic course of 135° ?	['A) Even thousandths.', 'B) Even thousandths plus 500 feet.', 'C) Odd thousandths plus 500 feet.']	['C']
3156.	SC	Which VFR cruising altitude is acceptable for a flight on a Victor Airway with a magnetic course of 175°？ The terrain is less than 1,000 feet.	['A) 4,500 feet.', 'B) 5,000 feet.', 'C) 5,500 feet.']	['C']
3157.	SC	Which VFR cruising altitude is appropriate when flying above 3,000 feet AGL on a magnetic course of 185°?	['A) 4,000 feet.', 'B) 4,500 feet.', 'C) 5,000 feet.']	['B']
3158.	SC	Each person operating an aircraft at a VFR cruising altitude shall maintain an odd-thousand plus 500-foot altitude while on a	['A) magnetic heading of 0° through 179°.', 'B) magnetic course of 0° through 179°.', 'C) true course of 0° through 179°.']	['B']
3159.	SC	In addition to a valid Airworthiness Certificate, what documents or records must be aboard an aircraft during flight?	["A) Aircraft engine and airframe logbooks, and owner's manual.", "B) Radio operator's permit, and repair and alteration forms.", "C) Operating limitations and Registration Certificate."]	['C']
3162.	SC	Except in Alaska, during what time period should lighted position lights be displayed on an aircraft?	['A) End of evening civil twilight to the beginning of morning civil twilight.', 'B) 1 hour after sunset to 1 hour before sunrise.', 'C) Sunset to sunrise.']	['C']
3163.	SC	When operating an aircraft at cabin pressure altitudes above 12,500 feet MSL up to and including 14,000 feet MSL, supplemental oxygen shall be used during	['A) the entire flight time at those altitudes.', 'B) that flight time in excess of 10 minutes at those altitudes.', 'C) that flight time in excess of 30 minutes at those altitudes.']	['C']
3164.	SC	Unless each occupant is provided with supplemental oxygen, no person may operate a civil aircraft of U.S. registry above a maximum cabin pressure altitude of	['A) 12,500 feet MSL.', 'B) 14,000 feet MSL.', 'C) 15,000 feet MSL.']	['A']
3165.	SC	An operable 4096-code transponder with an encoding altimeter is required in which airspace?	['A) Class A, Class B (and within 30 miles of the Class B primary airport), and Class C.', 'B) Class D and Class E (below 10,000 feet MSL).', 'C) Class D and Class G (below 10,000 feet MSL).']	['A']
